State,County,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other,All
MO,Ste Genevieve,3,0,130,5,0,2,0,0,140
MO,Stoddard,0,0,92,15,0,0,0,0,107
MO,Stone,0,0,80,8,0,0,0,0,88
MO,Sullivan,0,0,30,4,0,0,0,0,34
MO,Taney,1,0,973,30,1,19,0,0,1024
MO,Texas,1,0,112,5,0,4,0,0,122
MO,Vernon,1,0,150,22,0,1,0,0,174
MO,Warren,12,4,300,11,0,8,1,0,336
MO,Washington,2,0,81,3,0,0,0,0,86
MO,Wayne,0,0,70,8,0,4,0,0,82
MO,Webster,14,6,292,28,0,3,1,0,344
MO,Worth,0,0,3,5,0,0,0,0,8
MO,Wright,0,0,96,6,0,4,0,0,106
MS,ALL,1842,202,38490,196,202,738,76,1,41747
MS,Adams,4,0,399,1,0,10,0,0,414
MS,Alcorn,2,0,556,1,0,5,0,0,564
MS,Amite,1,0,226,0,0,2,0,0,229
MS,Attala,0,0,53,0,0,0,0,0,53
MS,Benton,0,0,444,3,0,9,0,0,456
MS,Bolivar,0,0,401,2,0,2,0,0,405
MS,Calhoun,0,0,83,0,0,0,0,0,83
MS,Carroll,5,2,262,0,0,2,1,0,272
MS,Chickasaw,0,0,100,1,0,0,0,0,101
MS,Choctaw,0,0,43,2,0,0,0,0,45
MS,Claiborne,0,0,123,0,5,2,0,0,130
MS,Clarke,0,0,164,1,0,2,0,0,167
MS,Clay,0,0,100,0,0,0,0,0,100
MS,Coahoma,1,0,620,0,0,1,0,0,622
MS,Copiah,18,3,350,3,0,13,3,0,390
MS,Covington,12,4,576,1,0,10,1,0,604
MS,DeSoto,68,10,2480,10,0,38,6,0,2612
MS,Desoto,4,0,1031,0,0,17,1,0,1053
MS,Forrest,261,34,1809,16,14,46,9,0,2189
MS,Franklin,0,0,104,1,0,0,0,0,105
MS,George,6,0,189,1,0,1,0,0,197
MS,Greene,2,1,126,0,0,1,0,0,130
MS,Grenada,4,0,367,0,0,1,0,0,372
MS,Hancock,36,2,729,1,0,17,2,0,787
MS,Harrison,192,7,4366,30,65,74,9,0,4743
MS,Hinds,494,77,2105,21,3,136,16,0,2852
MS,Holmes,4,1,436,0,0,2,0,0,443
MS,Humphreys,0,0,106,0,0,0,0,0,106
MS,Issaquena,0,0,70,0,0,1,0,0,71
MS,Itawamba,6,1,196,3,0,2,0,0,208
MS,Jackson,161,9,2817,7,0,56,2,0,3052
MS,Jasper,0,0,299,0,0,6,0,0,305
MS,Jefferson,0,0,102,0,0,1,0,0,103
MS,Jefferson Davis,0,0,105,0,0,0,0,0,105
MS,Jones,24,2,772,1,0,16,2,0,817
MS,Kemper,0,0,115,0,0,0,0,0,115
MS,Lafayette,35,0,292,1,15,2,0,0,345
MS,Lamar,147,17,574,2,0,16,6,0,762
MS,Lauderdale,23,1,276,1,0,7,1,0,309
MS,Lawrence,0,0,98,0,0,2,0,0,100
MS,Leake,0,1,160,1,0,2,0,0,164
MS,Lee,8,0,496,10,8,5,1,0,528
MS,Leflore,2,0,527,0,4,2,0,0,535
MS,Lincoln,2,1,261,0,0,2,1,0,267
MS,Lowndes,2,0,268,7,0,4,0,0,281
MS,Madison,63,3,1430,2,0,19,1,0,1518
MS,Marion,2,1,232,0,0,6,0,0,241
MS,Marshall,2,3,845,0,0,27,0,0,877
MS,Monroe,1,0,202,0,0,3,0,0,206
MS,Montgomery,0,0,215,0,0,3,0,0,218
MS,Neshoba,0,0,59,0,0,0,0,0,59
MS,Newton,7,0,96,5,0,6,1,1,116
MS,Noxubee,0,0,77,1,0,1,0,0,79
MS,Oktibbeha,0,0,169,7,15,1,0,0,192
MS,Panola,8,1,521,3,0,9,0,0,542
MS,Pearl River,22,1,369,0,0,5,1,0,398
MS,Perry,2,0,122,1,0,2,0,0,127
MS,Pike,15,0,727,25,0,22,0,0,789
MS,Pontotoc,0,0,195,1,0,4,0,0,200
MS,Prentiss,0,0,86,2,0,1,0,0,89
MS,Quitman,0,0,133,0,0,1,0,0,134
MS,Rankin,121,14,2398,7,73,44,7,0,2664
MS,Scott,3,1,289,0,0,8,2,0,303
MS,Sharkey,0,0,214,0,0,1,0,0,215
MS,Simpson,3,1,278,0,0,2,2,0,286
MS,Smith,1,0,77,0,0,1,0,0,79
MS,Stone,8,0,184,0,0,5,0,0,197
MS,Sunflower,0,0,367,0,0,3,0,0,370
MS,Tallahatchie,0,0,194,0,0,1,0,0,195
MS,Tate,11,1,225,4,0,6,0,0,247
MS,Tippah,0,0,332,2,0,4,0,0,338
MS,Tishomingo,1,0,128,3,0,3,0,0,135
MS,Tunica,0,0,163,0,0,3,0,0,166
MS,Union,2,0,124,1,0,4,0,0,131
MS,Walthall,1,0,92,0,0,0,0,0,93
MS,Warren,27,3,390,0,0,9,0,0,429
MS,Washington,2,0,472,0,0,6,0,0,480
MS,Wayne,4,0,261,0,0,0,0,0,265
MS,Webster,0,0,92,0,0,1,0,0,93
MS,Wilkinson,0,0,243,4,0,6,0,0,253
MS,Winston,0,0,133,0,0,0,0,0,133
MS,Yalobusha,6,0,202,0,0,3,0,0,211
MS,Yazoo,6,0,378,0,0,3,1,0,388
MT,ALL,41,2,51607,146,19,301,3,1,52120
MT,Beaverhead,0,0,892,1,0,7,0,0,900
MT,Big Horn,3,0,3038,1,0,18,0,0,3060
MT,Blaine,0,0,41,1,0,0,0,0,42
MT,Broadwater,0,0,471,0,0,4,0,0,475
MT,Carbon,1,0,197,3,0,2,0,0,203
MT,Carter,0,0,79,0,0,0,0,0,79
MT,Cascade,0,1,770,9,1,4,0,0,785
MT,Chouteau,0,0,412,0,0,9,0,0,421
MT,Custer,6,0,835,0,0,6,0,0,847
MT,Dawson,0,0,148,0,0,0,0,0,148
MT,Deer Lodge,0,0,186,1,0,0,0,0,187
MT,Fallon,0,0,27,0,0,0,0,0,27
MT,Fergus,0,0,201,1,0,0,0,0,202
MT,Flathead,0,0,496,10,0,6,0,0,512
MT,Gallatin,4,0,4496,6,8,25,0,0,4539
MT,Garfield,0,0,28,0,0,0,0,0,28
MT,Glacier,0,0,98,5,0,0,0,0,103
MT,Golden Valley,0,0,33,0,0,0,0,0,33
MT,Granite,0,0,840,5,0,0,0,0,845
MT,Hill,0,0,91,0,0,1,0,0,92
MT,Jefferson,5,0,4664,2,0,33,0,0,4704
MT,Judith Basin,0,0,447,2,0,4,0,0,453
MT,Lake,0,0,449,2,0,7,0,0,458
MT,Lewis And Clark,0,0,428,0,0,3,0,0,431
MT,Lewis and Clark,1,0,1711,4,0,13,0,0,1729
MT,Liberty,0,0,79,0,0,2,0,0,81
MT,Lincoln,0,0,110,0,0,0,0,0,110
MT,Madison,0,0,402,1,0,2,0,0,405
MT,McCone,0,0,45,0,0,1,0,0,46
MT,Mccone,0,0,2,0,0,0,0,0,2
MT,Meagher,0,0,62,0,0,0,0,0,62
MT,Mineral,1,0,4828,5,0,19,1,0,4854
MT,Missoula,0,0,2973,52,10,40,0,1,3076
MT,Musselshell,0,0,71,0,0,0,0,0,71
MT,Park,0,0,2096,1,0,9,0,0,2106
MT,Petroleum,0,0,7,0,0,0,0,0,7
MT,Phillips,0,0,56,0,0,0,0,0,56
MT,Pondera,0,0,89,1,0,1,0,0,91
MT,Powder River,0,0,5874,2,0,26,0,0,5902
MT,Powell,2,0,1679,1,0,8,0,0,1690
MT,Prairie,0,0,306,0,0,0,0,0,306
MT,Ravalli,1,0,264,0,0,1,0,0,266
MT,Richland,0,0,271,2,0,2,0,0,275
MT,Roosevelt,0,0,66,2,0,0,0,0,68
MT,Rosebud,4,0,2598,3,0,11,0,0,2616
MT,Sanders,0,0,93,0,0,0,0,0,93
MT,Sheridan,0,0,18,0,0,0,0,0,18
MT,Silver Bow,1,0,1680,1,0,4,0,0,1686
MT,Stillwater,1,0,1815,1,0,13,0,0,1830
MT,Sweet Grass,0,0,1559,0,0,10,0,0,1569
MT,Teton,0,0,111,4,0,3,0,0,118
MT,Toole,0,0,361,2,0,2,1,0,366
MT,Treasure,0,0,239,2,0,1,0,0,242
MT,Valley,0,0,27,4,0,0,0,0,31
MT,Wheatland,0,0,210,0,0,0,0,0,210
MT,Wibaux,0,0,52,0,0,0,0,0,52
MT,Yellowstone,11,1,2486,9,0,4,1,0,2512
NC,ALL,55884,7613,194747,3220,1069,6583,1665,12,270793
NC,Alamance,106,6,1165,51,0,37,6,0,1371
NC,Alexander,7,0,140,4,0,10,0,0,161
NC,Alleghany,0,0,74,2,0,0,0,0,76
NC,Anson,4,1,379,5,0,4,0,0,393
NC,Ashe,0,0,244,8,0,3,0,0,255
NC,Avery,4,0,175,2,0,1,1,0,183
NC,Beaufort,1,0,243,5,0,0,0,0,249
NC,Bertie,3,0,175,0,0,1,0,0,179
NC,Bladen,0,0,1028,2,0,5,0,0,1035
NC,Brunswick,14,0,1549,6,0,23,0,0,1592
NC,Buncombe,288,4,7819,129,80,230,8,0,8558
NC,Burke,46,2,1166,22,66,30,2,0,1334
NC,Cabarrus,246,17,5454,76,72,136,14,0,6015
NC,Caldwell,4,1,718,3,0,9,0,0,735
NC,Camden,0,0,35,0,0,4,0,0,39
NC,Carteret,1,0,204,2,0,3,0,0,210
NC,Caswell,1,0,377,0,0,3,0,0,381
NC,Catawba,114,1,1421,22,0,47,3,0,1608
NC,Chatham,23,3,1422,14,0,12,1,0,1475
NC,Cherokee,0,0,363,3,0,3,0,0,369
NC,Chowan,0,0,100,1,0,0,0,0,101
NC,Clay,0,0,132,1,0,0,0,0,133
NC,Cleveland,23,2,1244,29,8,29,2,0,1337
NC,Columbus,1,0,570,10,0,2,0,0,583
NC,Craven,2,0,913,0,0,5,0,0,920
NC,Cumberland,89,5,2945,18,0,55,3,0,3115
NC,Currituck,0,0,334,1,0,1,0,0,336
NC,Dare,4,0,3178,2,0,35,1,0,3220
NC,Davidson,35,2,1026,29,0,28,4,0,1124
NC,Davie,38,4,2580,39,0,64,2,0,2727
NC,Duplin,8,0,540,2,0,9,1,0,560
NC,Durham,461,41,6007,241,96,145,35,0,7026
NC,Edgecombe,3,0,298,1,0,1,0,0,303
NC,Forsyth,545,20,6161,182,129,209,29,0,7275
NC,Franklin,13,0,340,2,0,13,0,0,368
NC,Gaston,211,11,4980,63,0,92,7,0,5364
NC,Gates,0,0,66,1,0,1,0,0,68
NC,Graham,0,0,31,1,0,1,0,0,33
NC,Granville,34,3,356,15,0,24,3,0,435
NC,Greene,0,0,129,2,0,1,0,0,132
NC,Guilford,1844,15,5266,185,127,219,13,0,7669
NC,Halifax,27,5,816,15,0,15,1,0,879
NC,Harnett,45,3,1283,6,77,26,1,0,1441
NC,Haywood,55,2,1136,24,0,47,6,1,1271
NC,Henderson,43,0,1993,15,0,54,3,0,2108
NC,Hertford,0,0,144,2,0,1,0,0,147
NC,Hoke,5,0,266,1,0,2,0,0,274
NC,Hyde,0,0,14,0,0,3,0,0,17
NC,Iredell,218,22,4323,85,0,132,9,0,4789
NC,Jackson,4,1,617,1,6,9,0,0,638
NC,Johnston,612,180,2389,109,0,85,6,0,3381
NC,Jones,2,0,257,1,0,3,0,0,263
NC,Lee,10,0,779,4,0,13,1,0,807
NC,Lenoir,3,1,480,4,67,4,0,0,559
NC,Lincoln,13,1,1138,2,0,17,0,0,1171
NC,Macon,6,0,704,1,0,6,1,0,718
NC,Madison,4,0,185,7,0,0,0,0,196
NC,Martin,1,0,469,2,0,3,1,0,476
NC,McDowell,26,3,1293,22,0,45,5,0,1394
NC,Mcdowell,0,0,61,0,0,1,0,0,62
NC,Mecklenburg,26712,3790,49802,576,157,3056,1338,9,85440
NC,Mitchell,1,0,163,0,0,1,0,0,165
NC,Montgomery,1,0,414,2,0,3,0,0,420
NC,Moore,230,21,1732,7,0,23,10,0,2023
NC,Nash,27,0,1256,18,0,14,0,0,1315
NC,New Hanover,35,0,7579,22,7,137,1,0,7781
NC,Northampton,11,1,350,10,0,7,0,0,379
NC,Onslow,5,0,1870,3,0,24,0,0,1902
NC,Orange,127,4,2170,78,15,105,4,0,2503
NC,Pamlico,0,0,30,1,0,0,0,0,31
NC,Pasquotank,0,0,114,1,0,19,0,0,134
NC,Pender,18,0,1424,1,0,35,1,0,1479
NC,Perquimans,2,0,34,0,0,0,0,0,36
NC,Person,6,0,433,6,0,8,0,0,453
NC,Pitt,3,1,1846,6,16,12,0,0,1884
NC,Polk,13,3,244,16,0,18,4,0,298
NC,Randolph,22,1,1367,19,0,29,0,0,1438
NC,Richmond,4,0,946,2,0,7,0,0,959
NC,Robeson,54,6,3011,31,0,51,0,0,3153
NC,Rockingham,7,1,703,6,0,15,1,0,733
NC,Rowan,122,9,3213,48,0,94,2,0,3488
NC,Rutherford,2,0,469,4,0,4,0,0,479
NC,Sampson,9,0,1752,9,0,12,0,0,1782
NC,Scotland,7,1,767,6,0,6,0,0,787
NC,Stanly,10,3,394,5,0,3,0,0,415
NC,Stokes,3,2,185,8,0,6,0,0,204
NC,Surry,25,2,1042,21,0,19,2,0,1111
NC,Swain,0,0,381,2,0,8,0,0,391
NC,Transylvania,3,0,344,2,0,30,0,0,379
NC,Tyrrell,0,0,163,0,0,0,0,0,163
NC,Union,58,3,3630,17,0,52,2,0,3762
NC,Vance,21,5,257,6,0,32,1,0,322
NC,Wake,23020,3394,22906,763,138,678,126,2,51027
NC,Warren,33,1,184,8,0,36,2,0,264
NC,Washington,2,0,120,0,0,2,0,0,124
NC,Watauga,2,2,1050,7,8,43,0,0,1112
NC,Wayne,4,0,554,4,0,15,0,0,577
NC,Wilkes,5,0,738,6,0,1,0,0,750
NC,Wilson,14,4,809,13,0,5,1,0,846
NC,Yadkin,19,3,427,2,0,8,1,0,460
NC,Yancey,0,0,180,2,0,4,0,0,186
ND,ALL,6,2,20366,46,21,185,0,0,20626
ND,Adams,0,0,123,0,0,0,0,0,123
ND,Barnes,2,0,988,0,0,19,0,0,1009
ND,Benson,0,0,81,0,0,0,0,0,81
ND,Billings,0,0,155,0,0,1,0,0,156
ND,Bottineau,0,0,52,0,0,0,0,0,52
ND,Bowman,0,0,258,0,0,1,0,0,259
ND,Burke,0,0,23,0,0,0,0,0,23
ND,Burleigh,0,0,1638,2,0,23,0,0,1663
ND,Cass,2,1,1817,2,8,20,0,0,1850
ND,Cavalier,0,0,30,0,0,0,0,0,30
ND,Dickey,0,0,71,0,0,0,0,0,71
ND,Divide,0,0,4,0,0,0,0,0,4
ND,Dunn,0,0,1531,2,0,6,0,0,1539
ND,Eddy,0,0,23,0,0,0,0,0,23
ND,Emmons,0,0,109,0,0,0,0,0,109
ND,Foster,0,0,44,0,0,0,0,0,44
ND,Golden Valley,0,0,128,1,0,0,0,0,129
ND,Grand Forks,0,0,728,0,13,1,0,0,742
ND,Grant,0,0,22,0,0,0,0,0,22
ND,Griggs,0,0,7,0,0,0,0,0,7
ND,Hettinger,0,0,39,1,0,0,0,0,40
ND,Kidder,0,0,495,0,0,5,0,0,500
ND,LaMoure,0,0,80,2,0,0,0,0,82
ND,Lamoure,0,0,1,2,0,0,0,0,3
ND,Logan,0,0,6,0,0,0,0,0,6
ND,McHenry,0,0,171,1,0,1,0,0,173
ND,McIntosh,0,0,14,2,0,0,0,0,16
ND,McKenzie,0,0,779,5,0,3,0,0,787
ND,McLean,0,0,123,0,0,0,0,0,123
ND,Mchenry,0,0,39,0,0,0,0,0,39
ND,Mckenzie,0,0,20,1,0,0,0,0,21
ND,Mclean,0,0,5,0,0,0,0,0,5
ND,Mercer,0,0,37,0,0,0,0,0,37
ND,Morton,0,0,1544,1,0,14,0,0,1559
ND,Mountrail,0,0,1337,2,0,24,0,0,1363
ND,Nelson,0,0,110,0,0,0,0,0,110
ND,Oliver,0,0,13,2,0,0,0,0,15
ND,Pembina,0,0,145,1,0,2,0,0,148
ND,Pierce,0,0,12,0,0,0,0,0,12
ND,Ramsey,0,0,154,1,0,0,0,0,155
ND,Ransom,0,0,24,0,0,0,0,0,24
ND,Renville,0,0,64,1,0,2,0,0,67
ND,Richland,0,0,393,1,0,0,0,0,394
ND,Rolette,0,0,22,0,0,0,0,0,22
ND,Sargent,0,0,41,2,0,0,0,0,43
ND,Sheridan,0,0,11,0,0,0,0,0,11
ND,Sioux,0,0,10,0,0,0,0,0,10
ND,Slope,0,0,197,0,0,0,0,0,197
ND,Stark,0,0,450,4,0,1,0,0,455
ND,Steele,0,0,5,0,0,0,0,0,5
ND,Stutsman,1,1,1411,0,0,9,0,0,1422
ND,Towner,0,0,36,0,0,0,0,0,36
ND,Traill,0,0,212,0,0,1,0,0,213
ND,Walsh,0,0,49,0,0,0,0,0,49
ND,Ward,1,0,548,4,0,4,0,0,557
ND,Wells,0,0,97,0,0,0,0,0,97
ND,Williams,0,0,3840,6,0,48,0,0,3894
NE,ALL,12117,1683,37523,2025,227,2337,1714,44,57670
NE,Adams,0,0,145,3,0,2,0,0,150
NE,Antelope,0,0,101,0,0,0,0,0,101
NE,Arthur,0,0,17,1,0,1,1,0,20
NE,Banner,0,0,158,2,0,0,0,0,160
NE,Blaine,0,0,29,0,0,1,0,0,30
NE,Boone,0,0,93,4,0,2,0,0,99
NE,Box Butte,0,0,320,4,0,0,0,1,325
NE,Boyd,0,0,49,1,0,1,0,0,51
NE,Brown,0,0,36,2,0,0,0,0,38
NE,Buffalo,16,3,1149,8,0,11,1,0,1188
NE,Burt,3,1,411,10,0,12,0,0,437
NE,Butler,1,0,158,2,0,2,0,1,164
NE,Cass,41,6,472,19,0,18,5,1,562
NE,Cedar,0,1,558,6,0,1,0,0,566
NE,Chase,1,0,42,0,0,0,0,0,43
NE,Cherry,1,0,241,3,0,1,0,0,246
NE,Cheyenne,5,2,865,11,0,7,0,0,890
NE,Clay,0,0,88,3,0,1,0,0,92
NE,Colfax,1,0,461,6,0,4,0,1,473
NE,Cuming,0,0,187,1,0,4,0,0,192
NE,Custer,0,1,215,4,0,3,1,0,224
NE,Dakota,10,4,988,11,0,8,3,0,1024
NE,Dawes,0,0,322,10,0,2,0,0,334
NE,Dawson,0,1,824,6,0,9,0,0,840
NE,Deuel,1,0,666,6,0,8,1,0,682
NE,Dixon,0,0,206,1,0,0,0,0,207
NE,Dodge,7,1,881,8,0,11,1,1,910
NE,Douglas,9746,1478,9305,1160,94,1741,1486,22,25032
NE,Dundy,0,0,81,0,0,1,0,0,82
NE,Fillmore,1,0,195,0,0,0,0,0,196
NE,Franklin,0,0,70,1,0,0,0,0,71
NE,Frontier,0,0,73,0,0,2,1,0,76
NE,Furnas,0,0,421,9,0,4,0,0,434
NE,Gage,7,0,146,6,0,1,0,5,165
NE,Garden,0,0,65,0,0,1,0,0,66
NE,Garfield,0,0,21,1,0,0,0,1,23
NE,Gosper,0,0,35,2,0,1,0,0,38
NE,Grant,0,0,23,2,0,0,0,0,25
NE,Greeley,0,0,31,3,0,0,0,0,34
NE,Hall,5,2,1385,7,0,19,1,0,1419
NE,Hamilton,1,1,443,2,0,11,0,0,458
NE,Harlan,0,0,296,1,0,0,0,0,297
NE,Hayes,0,0,3,0,0,0,0,0,3
NE,Hitchcock,1,0,74,1,0,1,0,0,77
NE,Holt,0,2,370,1,0,3,0,0,376
NE,Hooker,0,0,24,4,0,0,0,0,28
NE,Howard,0,0,39,0,0,1,0,0,40
NE,Jefferson,0,0,46,2,0,0,0,0,48
NE,Johnson,0,0,42,0,0,1,0,0,43
NE,Kearney,0,0,75,1,0,1,0,0,77
NE,Keith,0,0,862,4,0,10,0,0,876
NE,Keya Paha,0,0,23,3,0,0,0,0,26
NE,Kimball,3,2,691,9,0,4,4,0,713
NE,Knox,0,0,68,6,0,1,0,5,80
NE,Lancaster,72,12,1566,417,15,47,8,0,2137
NE,Lincoln,2,1,1555,33,0,16,2,0,1609
NE,Logan,3,0,53,1,0,0,0,0,57
NE,Loup,0,0,57,0,0,1,0,0,58
NE,Madison,0,0,311,3,0,3,0,0,317
NE,McPherson,0,0,9,0,0,0,0,0,9
NE,Merrick,0,1,613,6,0,7,0,0,627
NE,Morrill,0,0,508,8,0,4,0,2,522
NE,Nance,0,0,23,2,0,1,0,0,26
NE,Nemaha,2,0,147,0,0,1,0,0,150
NE,Nuckolls,0,0,6,3,0,1,0,0,10
NE,Otoe,2,0,365,12,0,10,0,0,389
NE,Pawnee,1,0,16,0,0,0,0,0,17
NE,Perkins,0,0,97,0,0,2,0,0,99
NE,Phelps,0,0,79,3,0,0,0,0,82
NE,Pierce,1,0,202,2,0,0,0,0,205
NE,Platte,6,0,710,0,0,11,1,0,728
NE,Polk,0,0,185,2,0,2,1,0,190
NE,Red Willow,0,0,292,4,0,3,0,0,299
NE,Richardson,0,0,63,4,0,0,0,0,67
NE,Rock,0,0,53,1,0,0,0,0,54
NE,Saline,1,0,105,0,0,1,0,0,107
NE,Sarpy,2134,159,1536,121,118,255,193,1,4517
NE,Saunders,2,2,487,3,0,5,0,0,499
NE,Scotts Bluff,2,0,178,5,0,0,0,0,185
NE,Seward,7,1,770,4,0,15,1,0,798
NE,Sheridan,0,0,81,0,0,0,0,0,81
NE,Sherman,0,0,329,4,0,0,0,0,333
NE,Sioux,0,0,115,0,0,0,0,0,115
NE,Stanton,0,0,126,2,0,0,0,0,128
NE,Thayer,1,0,148,0,0,0,0,0,149
NE,Thomas,1,0,378,2,0,3,0,0,384
NE,Thurston,1,0,339,10,0,7,0,0,357
NE,Valley,0,0,68,6,0,0,0,0,74
NE,Washington,28,2,474,5,0,19,2,0,530
NE,Wayne,0,0,97,5,0,0,0,3,105
NE,Webster,0,0,46,0,0,0,0,0,46
NE,Wheeler,0,0,13,0,0,0,0,0,13
NE,York,0,0,734,0,0,11,1,0,746
NH,ALL,1743,194,37814,208,99,1426,94,0,41578
NH,Belknap,150,14,2601,9,0,81,10,0,2865
NH,Carroll,23,5,2086,5,0,88,2,0,2209
NH,Cheshire,178,15,912,10,0,112,17,0,1244
NH,Coos,2,0,850,8,0,74,2,0,936
NH,Grafton,97,10,4124,19,13,112,5,0,4380
NH,Hillsborough,549,42,7643,69,73,378,26,0,8780
NH,Merrimack,237,28,7264,27,0,159,12,0,7727
NH,Rockingham,426,73,10828,44,0,340,18,0,11729
NH,Strafford,57,7,1054,10,13,46,0,0,1187
NH,Sullivan,24,0,452,7,0,36,2,0,521
NJ,ALL,19741,5774,304798,14159,623,18966,3150,53,367264
NJ,Atlantic,302,72,6530,1081,0,222,35,4,8246
NJ,Bergen,2206,648,32035,1109,57,2733,348,4,39140
NJ,Burlington,1113,278,10693,743,0,695,150,2,13674
NJ,Camden,2102,728,25027,1014,0,1200,226,3,30300
NJ,Cape May,119,24,2661,216,0,151,13,2,3186
NJ,Cumberland,157,10,2484,285,0,118,16,2,3072
NJ,Essex,2521,612,32732,1122,225,3080,354,1,40647
NJ,Gloucester,534,134,6540,609,1,318,56,1,8193
NJ,Hudson,1370,663,36151,1181,70,2535,430,3,42403
NJ,Hunterdon,343,76,6368,296,0,258,48,2,7391
NJ,Mercer,935,246,8020,1178,138,435,119,7,11078
NJ,Middlesex,2095,738,28597,894,46,1431,368,3,34172
NJ,Monmouth,609,175,8342,633,10,559,64,0,10392
NJ,Morris,986,215,30354,665,2,1314,174,3,33713
NJ,Ocean,304,98,9296,630,73,456,39,0,10896
NJ,Passaic,855,164,12670,465,0,546,126,6,14832
NJ,Salem,120,33,1619,171,0,210,12,0,2165
NJ,Somerset,458,131,11768,504,0,482,100,2,13445
NJ,Sussex,67,14,3417,146,0,152,21,1,3818
NJ,Union,1562,402,22974,807,1,1374,274,0,27394
NJ,Warren,983,313,6520,410,0,697,177,7,9107
NM,ALL,1926,28,31007,229,100,665,52,3,34010
NM,Bernalillo,1709,11,8169,166,86,255,30,0,10426
NM,Catron,1,0,56,3,0,6,0,0,66
NM,Chaves,1,3,623,0,0,10,0,0,637
NM,Cibola,13,1,347,6,0,10,2,0,379
NM,Colfax,4,0,1542,3,0,27,0,1,1577
NM,Curry,0,0,306,1,0,3,0,0,310
NM,De Baca,1,0,219,0,0,8,0,1,229
NM,Dona Ana,0,0,259,0,0,1,0,0,260
NM,Do�a Ana,28,1,2105,5,14,30,4,0,2187
NM,Eddy,3,1,3336,2,0,44,1,0,3387
NM,Grant,4,0,225,0,0,10,2,0,241
NM,Guadalupe,13,1,672,3,0,7,1,0,697
NM,Harding,0,0,10,0,0,1,0,0,11
NM,Hidalgo,7,1,597,1,0,14,1,0,621
NM,Lea,11,2,1664,1,0,30,1,0,1709
NM,Lincoln,8,1,489,1,0,12,0,0,511
NM,Los Alamos,0,0,14,0,0,0,0,0,14
NM,Luna,22,1,261,3,0,7,0,0,294
NM,McKinley,21,1,1099,9,0,29,6,0,1165
NM,Mckinley,0,0,3,0,0,0,0,0,3
NM,Mora,7,0,948,0,0,11,0,0,966
NM,Otero,3,0,909,0,0,11,0,0,923
NM,Quay,13,2,386,2,0,8,0,0,411
NM,Rio Arriba,1,0,118,0,0,4,0,0,123
NM,Roosevelt,2,0,309,1,0,6,1,0,319
NM,San Juan,0,0,408,3,0,10,0,0,421
NM,San Miguel,9,0,696,3,0,13,1,0,722
NM,Sandoval,13,0,736,6,0,24,0,0,779
NM,Santa Fe,6,0,537,1,0,25,1,0,570
NM,Sierra,7,0,1082,0,0,11,0,0,1100
NM,Socorro,7,0,1239,1,0,17,1,0,1265
NM,Taos,0,0,113,1,0,3,0,0,117
NM,Torrance,6,2,513,4,0,7,0,0,532
NM,Union,5,0,326,1,0,3,0,1,336
NM,Valencia,1,0,691,2,0,8,0,0,702
NV,ALL,2685,1281,20100,280,87,561,486,10,25490
NV,Carson City,191,110,484,105,0,32,38,0,960
NV,Churchill,96,31,636,5,0,16,16,0,800
NV,Clark,57,12,179,2,0,13,1,6,270
NV,Douglas,152,66,653,16,0,24,20,0,931
NV,Elko,186,169,3208,18,0,63,32,1,3677
NV,Esmeralda,10,9,1495,1,0,26,0,0,1541
NV,Eureka,28,30,992,5,0,12,1,0,1068
NV,Humboldt,20,13,520,3,0,9,0,0,565
NV,Lander,15,17,761,2,0,7,4,0,806
NV,Lincoln,28,23,392,0,0,11,4,0,458
NV,Lyon,160,59,625,4,0,34,23,0,905
NV,Mineral,22,17,1074,0,0,8,1,0,1122
NV,Nye,18,12,434,1,0,8,1,0,474
NV,Pershing,18,8,328,1,0,5,3,1,364
NV,Storey,38,2,36,7,0,3,2,0,88
NV,Washoe,1625,666,5612,105,87,277,335,2,8709
NV,White Pine,21,37,2671,5,0,13,5,0,2752
NY,ALL,57079,19149,817608,29542,2117,51653,7251,88,984487
NY,Albany,3411,2610,8228,438,143,442,266,0,15538
NY,Allegany,0,1,591,4,0,4,0,0,600
NY,Bradford,0,0,0,0,0,1,0,0,1
NY,Bronx,3521,729,68678,1868,255,4451,893,1,80396
NY,Broome,90,12,3019,28,114,50,17,0,3330
NY,Cattaraugus,3,0,1285,11,9,12,1,0,1321
NY,Cayuga,76,3,686,12,0,15,9,0,801
NY,Chautauqua,162,5,3116,107,0,50,19,0,3459
NY,Chemung,3,1,349,1,0,6,0,0,360
NY,Chenango,3,1,730,2,0,14,1,0,751
NY,Clinton,4,0,1205,3,0,15,3,0,1230
NY,Columbia,700,182,1260,160,0,90,33,0,2425
NY,Cortland,10,4,900,7,0,18,2,0,941
NY,Delaware,29,4,936,15,0,25,3,0,1012
NY,Dutchess,2708,1255,5490,421,29,217,74,0,10194
NY,Erie,1545,77,12985,715,153,274,103,0,15852
NY,Essex,9,2,981,9,0,21,5,0,1027
NY,Fairfield,0,0,0,2,0,0,0,0,2
NY,Franklin,1,0,423,0,0,9,0,0,433
NY,Fulton,2,0,227,4,0,5,0,0,238
NY,Genesee,182,6,1272,110,0,17,20,0,1607
NY,Greene,214,13,914,301,0,79,22,1,1544
NY,Hamilton,1,0,145,3,0,4,0,0,153
NY,Herkimer,63,3,540,52,0,16,12,0,686
